Course ID,Offer Nbr,Term,Session,Section,Institution,Acad Group,Subject,Catalog,Career,Descr,Class Nbr,Descr,Component,Enrl Stat,Class Stat,Class Type,Assoc,WL Daemon,Auto Enrol,Stdnt Spec,Auto Enrol,Auto Enr 2,Resection,Sch Print,Consent,Cap Enrl,Wait Cap,Min Enrl,Tot Enrl,Wait Tot,Topic ID,Print,Acad Org,Next Pos,ID,Campus,Location,Event ID,Mode,Equiv Crs,Override,Req Rm Cap,Start Date,End Date,Cancel Dt,Prim Sect,Comb Sect,Hol Sched,Exam Spcng,Include,Calc Reqd,Generate,Synch Mtg,Fees Exist,Cancel Enroll,From ItemTyp,Bus Unit,Ledger,Account,DeptID,Project,Prod,Fund,Program,Class,Affl,Operating Unit,Alt. Account,Budget Ref,Chartfield1,Chartfield2,Chartfield3,Fund Affil,Oper Unit Affil,Bus Unit,Ledger,Account,DeptID,Project,Prod,Fund,Program,Class,Affl,Operating Unit,Alt. Account,Budget Ref,Chartfield1,Chartfield2,Chartfield3,Fund Affil,Oper Unit Affil,Ext Wrtoff,Required,Extract Type,LMS Group ID,LMS URL,Class Ext Dttm,Enrl Ext Dttm,Authentication,Drop Consent
119952,1,2151,C,OL1,CUSPG,CLAS,HIST,1540,UGRD,U.S.: Recent Amer 1918-Present,33847,"Survey of America's social, political, economic and cultural history during the time the U.S. has been a world power. The roots of contemporary society, with emphasis on the emergence of a multicultural America. GT-HI1.",LEC,C,A,E,991,N,Y,N,,,,Y,N,21,50,0,23,0,0,N,C-HIST,280,,COSPG,ONLINE,,OL,,N,21,1/20/2015,5/16/2015,,OL1,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117061,1,2151,CED,501,CUSPG,CLAS,AH,3000,UGRD,Topics in Art History,40192,Emphasizes study of a more specific area than that covered in regular art history course offerings. For further information see individual course listing for each semester.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,LEC,O,A,E,501,N,Y,N,,,,Y,D,5,2,0,0,0,0,N,C-VAPA,10,,EXSTU,NET,,OL,,N,40,1/20/2015,3/30/2015,,501,,CREG,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117061,1,2151,CED,502,CUSPG,CLAS,AH,3000,UGRD,Topics in Art History,40193,Emphasizes study of a more specific area than that covered in regular art history course offerings. For further information see individual course listing for each semester.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,LEC,O,A,E,502,N,Y,N,,,,Y,D,5,2,0,0,0,0,N,C-VAPA,10,,EXSTU,NET,,OL,,N,40,1/5/2015,1/16/2015,,502,,CREG,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117061,1,2151,CPT,OL2,CUSPG,CLAS,AH,3000,UGRD,Topics in Art History,34443,Emphasizes study of a more specific area than that covered in regular art history course offerings. For further information see individual course listing for each semester.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,LEC,O,A,E,992,N,Y,N,,,,Y,N,18,50,0,7,0,31,Y,C-VAPA,100,,COSPG,ONLINE,,OL,,N,18,1/5/2015,1/16/2015,,OL2,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117061,1,2151,CDD,OL1,CUSPG,CLAS,AH,3000,UGRD,Topics in Art History,31409,Emphasizes study of a more specific area than that covered in regular art history course offerings. For further information see individual course listing for each semester.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,LEC,O,A,E,991,N,Y,N,,,,Y,N,18,50,0,6,0,1,Y,C-VAPA,70,,COSPG,ONLINE,,OL,,N,18,1/20/2015,3/30/2015,,OL1,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
108042,1,2151,BCE,570,CUBLD,EDUC,GRTE,5030,GRAD,Grad Nat Sci for Tchrs,38105,Addresses special topics in natural sciences with an emphasis on building conceptual understanding of content and enhancing teacher's practice in teaching this content.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,OTH,O,A,E,1,N,N,N,,,,N,N,8,0,0,0,0,72,Y,B-EDUC,10,,CEPS,013-B,,OL,,N,8,1/16/2015,3/1/2015,,570,,ACAD,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,D
104827,1,2151,BCF,740,CUBLD,ENGR,ECEN,5043,GRAD,Special Topics,35967,,LEC,C,A,E,1,N,Y,N,,,,Y,N,21,999,0,21,6,3,Y,B-ECEN,300,,CEPS,013-B,,OL,,N,21,1/12/2015,5/1/2015,,740,C,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121490,1,2151,CEC,502,CUSPG,NURS,NURS,6740,GRAD,Advanced Pathophysiology,37854,"Synthesis of pathophysiologic concepts for therapeutic assessment, diagnosis, management, and intervention fundamental to advanced practice nursing across the life span in a variety of health care settings. Prer., Completion of or concurrent registration in core courses or faculty permission.",LEC,O,A,E,502,N,Y,N,,,,Y,N,12,0,0,7,0,0,N,C-NUR,90,,EXSTU,NET,,OL,,N,12,1/20/2015,5/16/2015,,502,,CREG,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121490,1,2151,C,OL3,CUSPG,NURS,NURS,6740,GRAD,Advanced Pathophysiology,32359,"Synthesis of pathophysiologic concepts for therapeutic assessment, diagnosis, management, and intervention fundamental to advanced practice nursing across the life span in a variety of health care settings. Prer., Completion of or concurrent registration in core courses or faculty permission.",LEC,C,X,E,993,N,Y,N,,,,Y,N,20,50,0,0,0,0,N,C-NUR,10,,COSPG,ONLINE,,OL,,N,10,1/20/2015,5/16/2015,8/19/2014,OL3,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121490,1,2151,C,OL1,CUSPG,NURS,NURS,6740,GRAD,Advanced Pathophysiology,31211,"Synthesis of pathophysiologic concepts for therapeutic assessment, diagnosis, management, and intervention fundamental to advanced practice nursing across the life span in a variety of health care settings. Prer., Completion of or concurrent registration in core courses or faculty permission.",LEC,C,A,E,991,N,Y,N,,,,Y,N,25,50,0,25,0,0,N,C-NUR,270,,COSPG,ONLINE,,OL,,N,25,1/20/2015,5/16/2015,,OL1,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121490,1,2151,C,OL2,CUSPG,NURS,NURS,6740,GRAD,Advanced Pathophysiology,31799,"Synthesis of pathophysiologic concepts for therapeutic assessment, diagnosis, management, and intervention fundamental to advanced practice nursing across the life span in a variety of health care settings. Prer., Completion of or concurrent registration in core courses or faculty permission.",LEC,O,A,E,992,N,Y,N,,,,Y,N,25,50,0,7,0,0,N,C-NUR,80,,COSPG,ONLINE,,OL,,N,25,1/20/2015,5/16/2015,,OL2,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
120352,1,2151,CEC,502,CUSPG,NURS,HSCI,4460,UGRD,Medical Prepare/Response,39886,Discusses the public health impacts of specific types of disasters using selected disasters as examples. Meets with HSCI 6220.,LEC,O,A,E,502,N,Y,N,,,,N,N,20,5,0,0,0,0,N,C-HSCI,10,,EXSTU,NET,,OL,,N,20,1/20/2015,5/16/2015,,502,,CREG,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
120352,1,2151,C,OL1,CUSPG,NURS,HSCI,4460,UGRD,Medical Prepare/Response,39835,Discusses the public health impacts of specific types of disasters using selected disasters as examples. Meets with HSCI 6220.,LEC,O,A,E,991,N,Y,N,,,,Y,N,20,50,0,9,0,0,N,C-HSCI,100,,COSPG,ONLINE,,OL,,N,20,1/20/2015,5/16/2015,,OL1,C,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121392,1,2151,CEC,502,CUSPG,NURS,NURS,4040,UGRD,Substance Abuse: Implications,39769,Addresses the implications of substance abuse on the role of the forensic nurse. Describes the interdisciplinary process for recognition and treatment of substance abuse. Covers types of substances and their effects on the abuser. Addresses the psychological component of substance abuse and the psychosocial impact of substance abuse on the abuser and their support system. Meets with NURS 6040.,LEC,O,A,E,502,N,Y,N,,,,Y,N,20,5,0,4,0,0,N,C-NUR,50,,EXSTU,NET,,OL,,N,20,1/20/2015,5/16/2015,,502,C,CREG,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121392,1,2151,C,OL2,CUSPG,NURS,NURS,4040,UGRD,Substance Abuse: Implications,40149,Addresses the implications of substance abuse on the role of the forensic nurse. Describes the interdisciplinary process for recognition and treatment of substance abuse. Covers types of substances and their effects on the abuser. Addresses the psychological component of substance abuse and the psychosocial impact of substance abuse on the abuser and their support system. Meets with NURS 6040.,LEC,O,A,E,992,N,Y,N,,,,Y,N,20,50,0,1,0,0,N,C-NUR,20,,COSPG,ONLINE,,OL,,N,20,1/20/2015,5/16/2015,,OL2,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121392,1,2151,C,OL1,CUSPG,NURS,NURS,4040,UGRD,Substance Abuse: Implications,32283,Addresses the implications of substance abuse on the role of the forensic nurse. Describes the interdisciplinary process for recognition and treatment of substance abuse. Covers types of substances and their effects on the abuser. Addresses the psychological component of substance abuse and the psychosocial impact of substance abuse on the abuser and their support system. Meets with NURS 6040.,LEC,C,X,E,991,N,Y,N,,,,Y,N,20,50,0,0,0,0,N,C-NUR,10,,COSPG,ONLINE,,OL,,N,20,1/20/2015,5/16/2015,8/18/2014,OL1,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117633,1,2151,CEM,501,CUSPG,BUSN,BUAD,6590,GRAD,Strategic Management,37594,"Taking a global perspective, this course focuses on the role of the general manager in articulating a vision for the business, assessing threats and opportunities in a competitive environment, formulating a strategy for achieving competitive advantage and designing an organizational architecture for effectively implementing the strategy. Utilizes a combination of lectures, group discussions, and case analysis to raise and examine the key issues. Recommended for the final semester in the program. Distance MBA course. Tuition schedule differs from on-campus courses. Prer., All preparatory courses or their equivalents and all MBA core courses.",LEC,O,A,E,501,N,Y,N,,,,Y,N,10,5,0,4,0,0,N,C-BUSN,50,,EXSTU,NET,,OL,,N,10,1/18/2015,5/16/2015,,501,,CREG,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
117633,1,2151,CDM,OL1,CUSPG,BUSN,BUAD,6590,GRAD,Strategic Management,37269,"Taking a global perspective, this course focuses on the role of the general manager in articulating a vision for the business, assessing threats and opportunities in a competitive environment, formulating a strategy for achieving competitive advantage and designing an organizational architecture for effectively implementing the strategy. Utilizes a combination of lectures, group discussions, and case analysis to raise and examine the key issues. Recommended for the final semester in the program. Distance MBA course. Tuition schedule differs from on-campus courses. Prer., All preparatory courses or their equivalents and all MBA core courses.",LEC,O,A,E,991,N,Y,N,,,,Y,N,24,50,0,10,0,0,N,C-BUSN,110,,COSPG,ONLINE,,OL,,N,24,1/18/2015,5/16/2015,,OL1,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
118348,1,2151,C,OL1,CUSPG,EDUC,CURR,5494,GRAD,Secondary Soc Studies Methods,32335,"Secondary Social Studies Methods gives an overview of instructional theory, methods, and materials in social studies and helps students develop teaching strategies and address the Colorado model content standards. Prer., Only those admitted to and participating in ALP. Meets with TED 4940 and TED 5940.",LEC,C,X,E,991,N,Y,N,,,,Y,N,20,50,0,0,0,0,N,C-EDUC,10,,COSPG,ONLINE,,OL,,N,20,1/20/2015,5/16/2015,8/22/2014,OL1,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
103476,1,2151,BL3,581,CUBLD,ARSC,COMM,3310,UGRD,Prin/Prac Argumentation,35085,"Focuses on principles of argument, the process of critical decision making, and uses and limitations of logic and evidence. Contemporary issues (personal, social, political, or philosophical) are analyzed and debated. Prereq., COMM 1210 and COMM 1600.",LEC,O,A,E,3,N,Y,N,,,,Y,N,35,999,0,23,0,0,N,B-COMM,260,,CEPS,013-B,,OT,,N,35,1/20/2015,5/1/2015,,581,,ACAD,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
142138,1,2151,AMR,002,CUDEN,PUBH,EHOH,6614,GRAD,Occupational-Environ Health,37371,"Students will learn about the relationship between the environment, workplace and health.  Topics include facets of industrial hygiene, air and water pollution, radiation monitoring, toxicology, occupational medicine, policy, environmental justice and sustainability. Methods include risk assessment, GIS and epidemiology.",LEC,O,A,E,1,N,Y,N,,,,Y,I,20,0,0,15,0,0,N,D-EHOH,170,,AMC,AMC,,OL,,N,20,1/20/2015,5/15/2015,,002,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-EHOH-6614-SEC002,,,,CANVAS,N
142138,1,2151,AMR,001,CUDEN,PUBH,EHOH,6614,GRAD,Occupational-Environ Health,35630,"Students will learn about the relationship between the environment, workplace and health.  Topics include facets of industrial hygiene, air and water pollution, radiation monitoring, toxicology, occupational medicine, policy, environmental justice and sustainability. Methods include risk assessment, GIS and epidemiology.",LEC,O,A,E,1,N,Y,N,,,,Y,N,80,99,0,64,0,0,N,D-EHOH,730,,AMC,AMC,,HY,,N,80,1/20/2015,5/15/2015,,001,,AREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-EHOH-6614-SEC001,,,,CANVAS,N
130563,1,2151,DCV,H51,CUDEN,BUSN,GEMM,6000,GRAD,Global Energy Issues-Realities,10166,"Introduction to the global energy industry's past, present and future. Current and historical issues in regions such as: Atlantic Basin, former Soviet Union, east of Suez, North and South America will be covered. World production centers and markets are discussed to include relevant energy security, scenario planning, risk management and regulation, deregulation, and environmental concerns.  Note:  Students will learn the geographic distribution of energy resources worldwide including governmental systems.  Max hours: 6 Credits.",LEC,O,A,E,1,N,Y,N,,,,Y,N,40,0,0,7,0,0,N,D-BUSN,80,,EXSTD,DC,000128631,HY,,N,40,1/16/2015,3/27/2015,,H51,,DREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,XML,CUDEN-GEMM-6000-SECH51,GEMM 6000 Spring 2015,,,CANVAS,N
121441,1,2151,CEC,502,CUSPG,NURS,NURS,6190,GRAD,Educ Measurement & Evaluation,37852,"Theories of measurement and evaluation are analyzed as they relate to various aspects of instruction in nursing. Students study and use a variety of measurement and evaluation techniques. Opportunities are provided for students to analyze ethical, legal, and social issues involving measurement and evaluation, as well as uses and limitations of evaluation instruments in a variety of instructional situations. Methods of curriculum and program evaluation will also be addressed. Prer., BSN or graduate department permission.",LEC,O,A,E,502,N,Y,N,,,,Y,N,5,0,0,0,0,0,N,C-NUR,10,,EXSTU,NET,,OL,,N,5,1/20/2015,5/16/2015,,502,,CREG,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121441,1,2151,C,OL1,CUSPG,NURS,NURS,6190,GRAD,Educ Measurement & Evaluation,31685,"Theories of measurement and evaluation are analyzed as they relate to various aspects of instruction in nursing. Students study and use a variety of measurement and evaluation techniques. Opportunities are provided for students to analyze ethical, legal, and social issues involving measurement and evaluation, as well as uses and limitations of evaluation instruments in a variety of instructional situations. Methods of curriculum and program evaluation will also be addressed. Prer., BSN or graduate department permission.",LEC,O,A,E,991,N,Y,N,,,,Y,N,20,50,0,2,0,0,N,C-NUR,30,,COSPG,ONLINE,,OL,,N,20,1/20/2015,5/16/2015,,OL1,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121431,1,2151,CEC,502,CUSPG,NURS,NURS,6040,GRAD,Substance Abuse: Implications,39770,Addresses the implications of substance abuse on the role of the forensic nurse. Describes the interdisciplinary process for recognition and treatment of substance abuse. Covers types of substances and their effects on the abuser. Addresses the psychological component of substance abuse and the psychosocial impact of substance abuse on the abuser and their support system. Meets with NURS 4040.,LEC,O,A,E,502,N,Y,N,,,,Y,N,20,5,0,1,0,0,N,C-NUR,20,,EXSTU,NET,,OL,,N,20,1/20/2015,5/16/2015,,502,C,CREG,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121431,1,2151,C,OL1,CUSPG,NURS,NURS,6040,GRAD,Substance Abuse: Implications,32285,Addresses the implications of substance abuse on the role of the forensic nurse. Describes the interdisciplinary process for recognition and treatment of substance abuse. Covers types of substances and their effects on the abuser. Addresses the psychological component of substance abuse and the psychosocial impact of substance abuse on the abuser and their support system. Meets with NURS 4040.,LEC,O,A,E,991,N,Y,N,,,,Y,N,5,50,0,2,0,0,N,C-NUR,70,,COSPG,ONLINE,,OL,,N,5,1/20/2015,5/16/2015,,OL1,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121500,1,2151,CEC,502,CUSPG,NURS,NURS,7020,GRAD,Clinical Research Application,37857,"Offers the opportunity to develop and/or revise nursing clinical protocols derived from scientifically rigorous empirical and qualitative evidence. Includes a program evaluation and a brief review of research process and research critique. Prer., NURS 6100, NURS 6110, and NURS 6120.",CLN,O,A,E,502,N,Y,N,,,,Y,N,12,0,0,4,0,0,N,C-NUR,40,,EXSTU,NET,,OL,,N,12,1/20/2015,5/16/2015,,502,,CREG,1,N,N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
121500,1,2151,C,OL1,CUSPG,NURS,NURS,7020,GRAD,Clinical Research Application,31212,"Offers the opportunity to develop and/or revise nursing clinical protocols derived from scientifically rigorous empirical and qualitative evidence. Includes a program evaluation and a brief review of research process and research critique. Prer., NURS 6100, NURS 6110, and NURS 6120.",CLN,O,A,E,991,N,Y,N,,,,Y,N,25,50,0,16,0,0,N,C-NUR,170,,COSPG,ONLINE,,OL,,N,25,1/20/2015,5/16/2015,,OL1,,CREG,1,N,N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N
